state,ID,Company Name,Status,Last<BR>Update
TX,17648182TX,ENSTOR KATY STORAGE & TRANS LP,Active,2019
LA,17605318LA,ENTERGY LOUISIANA LLC,Active,2019
LA,17610186LA,ENTERGY NEW ORLEANS INC,Active,2019
TX,17648082TX,ENTERPRISE INTRASTATE LLC,Active,2019
TX,17608251TX,ENTERPRISE TEXAS PIPELINE,Active,2019
TX,17679310TX,ENTERTEX NB LLC,Active,2019
WA,17603995WA,ENUMCLAW CITY OF,Active,2019
TX,17695364TX,EPCOR GAS TEXAS INC,Active,2019
TX,17656301TX,EPGT TEXAS PIPELINE LP,Inactive,2019
PA,17676166PA,EQT GATHERING,Active,2019
IL,17617083IL,EQUALITY MUNICIPAL GAS,Active,2019
PA,17617365PA,EQUITABLE GAS CO,Inactive,2019
KY,17604002KY,EQUITABLE GAS COMPANY,Inactive,2019
WV,17617502WV,EQUITABLE GAS COMPANY,Inactive,2019
PA,17676671PA,EQUITABLE GAS DBA PEOPLE NATURAL GAS,Inactive,2019
PA,17642602PA,EQUITRANS L P,Active,2019
WV,17654808WV,EQUITRANS L P,Active,2019
OH,17678320OH,EQUITRANS LP,Active,2019
KS,17620024KS,ESKRIDGE GAS SYSTEM,Active,2019
MA,17605593MA,ESSEX GAS CO,Inactive,2019
LA,17619897LA,ESTHERWOOD VILLAGE OF,Active,2019
TX,17678323TX,ETC KATY PIPELINE LTD,Active,2019
TX,17674924TX,ETC TIGER PIPELINE LLC,Active,2019
LA,17674925LA,ETC TIGER PIPELINE LLC,Active,2019
MN,17695264MN,ETHANOL 2000,Inactive,2019
TN,17604040TN,ETOWAH UTILITIES,Active,2019
MS,17628051MS,EUD GAS SYSTEM,Inactive,2019
LA,17619721LA,EUNICE GAS DEPT,Active,2019
LA,17622128LA,EVANGELINE GAS CO INC,Active,2019
IA,17695310IA,EVERLY MUNCIPAL UTILITY,Active,2019
MA,17673909MA,EXCELERATE ENERGY,Active,2019
LA,17673908LA,EXCELERATE ENERGY-GULF GATEWAY,Inactive,2019
WV,17695198WV,EXCO RESOURCES,Active,2019
TX,17695358TX,EXOCO GOLDEN T INC,Inactive,2019
IA,17695290IA,FAIRBANK MUNICIPAL GAS,Active,2019
AK,17695268AK,FAIRBANKS NATURAL GAS,Active,2019
MN,17674466MN,FAIRFAX CITY OF,Active,2019
OK,17604103OK,FAIRFAX TOWN OF,Active,2019
IL,17604104IL,FAIRFIELD CITY OF,Active,2019
AL,17604107AL,FAIRHOPE CITY OF,Active,2019
OK,17620236OK,FAIRLAND GAS AUTH,Active,2019
TX,17693115TX,FALCON GAS STORAGE COMPANY  INC,Inactive,2019
TX,17617880TX,FALFURRIAS UTIL CITY OF,Active,2019
NE,17609408NE,FALLS CITY CITY OF,Active,2019
TX,17650412TX,FAYETTE COUNTY GATHERING SYS,Inactive,2019
AL,17604228AL,FAYETTE GAS BOARD,Active,2019
AR,17674922AR,FAYETTEVILLE EXPRESS PIPELINE,Active,2019
MS,17674923MS,FAYETTEVILLE EXPRESS PIPELINE,Active,2019
TN,17604230TN,FAYETTEVILLE PUBLIC UTILITY GAS DEPT,Active,2019
OK,17640089OK,FELT WATER DEVELOPMENT CO,Inactive,2019
TX,17648017TX,FERGUSON BURLESON CTY GAS,Inactive,2019
KY,17604259KY,FERGUSON CITY OF,Active,2019
MO,17695258MO,FIDELITY NATURAL GAS INC,Inactive,2019
NY,17604278NY,FILLMORE GAS CO,Active,2019
IL,17604283IL,FINDLAY VILLAGE OF,Active,2019
MO,17679926MO,FIRE STL PL LLC,Active,2019
IL,17679925IL,FIRE STL PL LLC,Inactive,2019
TN,17647045TN,FIRST UTILITY DISTRICT TIPTON,Active,2019
MA,17604315MA,FITCHBURG GAS AND ELECTRIC COMPANY,Active,2019
GA,17613028GA,FITZGERALD CITY OF,Active,2019
IL,17604345IL,FLAT ROCK MUNICIPAL GAS,Active,2019
KY,17621916KY,FLEMINGSBURG CITY OF,Active,2019
KS,17600173KS,FLINTROCK GAS INC,Inactive,2019
AL,17604365AL,FLOMATON TOWN OF,Inactive,2019
IL,17604367IL,FLORA CITY OF,Active,2019
AL,17600048AL,FLORALA GAS DEPARTMENT,Active,2019
FL,17612004FL,FLORALA GAS DEPARTMENT,Active,2019
AL,17604371AL,FLORENCE NATURAL GAS DEPT CITY OF,Active,2019
WI,17695320WI,FLORENCE UTILITY COMMISSION,Active,2019
FL,17602458FL,FLORIDA CITY GAS,Active,2019
LA,17616175LA,FLORIDA GAS TRANSMISSION COMPANY,Active,2019
FL,17616174FL,FLORIDA GAS TRANSMISSION COMPANY,Active,2019
MS,17616176MS,FLORIDA GAS TRANSMISSION COMPANY,Active,2019
TX,17616153TX,FLORIDA GAS TRANSMISSION COMPANY,Active,2019
AL,17604377AL,FLORIDA GAS TRANSMISSION COMPANY,Active,2019
FL,17604384FL,FLORIDA PUBLIC UTILITIES,Active,2019
FL,17612046FL,FLORIDA PUBLIC UTILITIES INDIANTOWN,Active,2019
FL,17679001FL,FLORIDA SOUTHEAST CONNECTION LLC,Active,2019
OH,17639033OH,FORAKER GAS CO  INC,Active,2019
KS,17604407KS,FORD CITY OF,Active,2019
LA,17604420LA,FOREST HILL VILLAGE OF,Active,2019
TX,17600341TX,FORMOSA HYDROCARBONS CO,Active,2019
OK,17600184OK,FORT COBB FUEL AUTHORITY,Active,2019
TX,17675700TX,FORT CONCHO GAS STORAGE INC,Active,2019
GA,17613085GA,FORT GAINES CITY OF,Active,2019
SC,17617868SC,FORT HILL NAT GAS AUTH,Active,2019
FL,17604434FL,FORT MEADE CITY OF,Inactive,2019
CO,17604435CO,FORT MORGAN CITY OF,Active,2019
FL,17604436FL,FORT PIERCE UTIL AUTH,Active,2019
TX,17648145TX,FORT STOCKTON CITY OF,Active,2019
GA,17613029GA,FORT VALLEY UTILITY COMMISSION,Active,2019
MN,17696521MN,FOSSTON MUNICIPAL GAS CITY OF,Active,2019
SC,17604460SC,FOUNTAIN INN NATURAL GAS,Inactive,2019
IN,17618052IN,FOUNTAINTOWN GAS CO,Active,2019
CA,17608886CA,FOUR STAR OIL   GAS CO,Inactive,2019
IL,17617084IL,FRANKLIN VILLAGE OF,Active,2019
LA,17619683LA,FRANKLINTON TOWN OF,Active,2019
WY,17604499WY,FRANNIE DEAVER UTILITIES,Active,2019
OK,17604547OK,FREEDOM MUNICIPAL TRUST AUTHORITY,Active,2019
KS,17678824KS,FREEDOM PIPELINE LLC,Active,2019
WV,17676570WV,FREEDOM PL CO LLC,Inactive,2019
TX,17673910TX,FREEPORT LNG DEVELOPMENT LP,Active,2019
NE,17695316NE,FREMONT DEPT OF UTILITIES,Active,2019
MS,17604567MS,FRIARS POINT TOWN OF,Inactive,2019
TN,17647094TN,FRIENDSHIP GAS DEPT,Active,2019
MO,17629300MO,FROHNA CITY OF,Active,2019
NC,17695260NC,FRONTIER NATURAL GAS CO,Active,2019
MO,17618624MO,FULTON CITY OF,Active,2019
MS,17604635MS,FULTON MUNICIPAL GAS SYS,Active,2019
KY,17604633KY,FULTON NAT GAS SYS,Active,2019
AL,17604636AL,FULTONDALE GAS BOARD,Active,2019
TN,17604757TN,GAINESBORO NATURAL GAS,Inactive,2019
FL,17616534FL,GAINESVILLE REGIONAL UTILITIES,Active,2019
TN,17604769TN,GALLATIN NATURAL GAS SYSTEMS,Active,2019
TN,17695292TN,GALLAWAY CITY OF,Active,2019
KS,17620004KS,GARDEN PLAIN MUN GAS CO,Active,2019
KS,17604796KS,GARNETT CITY OF,Active,2019
TX,17619734TX,GARRISON CITY OF,Active,2019
TX,17621901TX,GARY NATURAL GAS SYSTEM,Active,2019
LA,17619680LA,GAS DIST 1 OF EFP,Inactive,2019
TX,17674562TX,GAS ENERGY LLC,Active,2019
76,1769999976,GAS RECEIVED SENT TO CANA,Inactive,2019
78,1769999978,GAS SENT RECEIVED FROM ME,Inactive,2019
OH,17604830OH,GAS TRANSPORT INC,Inactive,2019
WV,17617503WV,GAS TRANSPORT INC,Inactive,2019
LA,17604832LA,GAS UTIL DIST 1 EBR PARISH,Active,2019
LA,17622075LA,GAS UTIL DIST I OF VERNON PARISH,Active,2019
LA,17622015LA,GAS UTIL DISTRICT 2,Active,2019
LA,17622133LA,GAS UTILITIES DIST 1 WASH PARISH,Active,2019
LA,17677500LA,GAS UTILITY 1 WEST FELICIANO PARISH,Active,2019
OH,17672627OH,GASCO DISTRIBUTION SYSTEM INC,Inactive,2019
PA,17672624PA,GASCO DISTRIBUTION SYSTEM INC,Inactive,2019
TX,17674565TX,GATEWAY COMMERCE LLC,Inactive,2019
TX,17695360TX,GATEWAY PIPELINE CO,Active,2019
OK,17619860OK,GEARY UTILITY AUTHORITY,Active,2019
IL,17617085IL,GEFF VILLAGE OF,Active,2019
TX,17648922TX,GENERAL ENTERPRISE INC,Inactive,2019
TN,17677250TN,GENERAL GAS PIPELINE LLC,Active,2019
OH,17679367OH,GENERATION PIPELINE LLC,Active,2019
TX,17672382TX,GENESIS NATURAL GAS PIPELINE LP,Inactive,2019
AL,17617866AL,GENEVA CTY GAS DIST,Active,2019
MS,17628047MS,GEO RES CO INC GEOPETRO ENERGY,Inactive,2019
TX,17648056TX,GEORGE WEST CITY OF,Active,2019
TX,17695362TX,GIANT ENERGY CORP,Active,2019
TN,17604940TN,GIBSON COUNTY UTILITY DISTRICT,Active,2019
OK,17694216OK,GII GAS COMPANY,Inactive,2019
CA,17674860CA,GILL RANCH STORAGE LLC,Active,2019
IA,17619697IA,GILMORE CITY,Active,2019
LA,17604998LA,GLENMORA TOWN OF,Inactive,2019
OH,17639015OH,GLENWOOD ENERGY OF OXFORD INC,Active,2019
MS,17605014MS,GLOSTER TOWN OF,Active,2019
LA,17605041LA,GOLDEN MEADOW TOWN OF,Inactive,2019
LA,17675270LA,GOLDEN PASS PIPELINE,Active,2019
TX,17675271TX,GOLDEN PASS PIPELINE,Active,2019
TX,17675272TX,GOLDEN PASS TERMINAL,Active,2019
TX,17674861TX,GOLDEN TRIANGLE STORAGE INC,Active,2019
TX,17603814TX,GOLDSMITH CITY OF,Active,2019
LA,17605052LA,GONZALES CITY OF,Active,2019
MN,17674465MN,GOODHUE CITY OF,Active,2019
AL,17601104AL,GORDO WATER GAS SEWER BD,Active,2019
TX,17620350TX,GPM GAS CORP,Inactive,2019
TX,17617447TX,GPM GAS CORP,Inactive,2019
IA,17605098IA,GRAETTINGER TOWN OF,Active,2019
AZ,17614896AZ,GRAHAM COUNTY UTILITIES INC,Active,2019
MO,17605109MO,GRANBY CITY OF,Active,2019
LA,17605111LA,GRAND COTEAU TOWN OF,Active,2019
LA,17605119LA,GRAND ISLE TOWN OF,Active,2019
TX,17605113TX,GRANDFALLS CITY OF,Active,2019
IN,17617867IN,GRANDVIEW MUN GAS UTIL,Active,2019
MA,17674352MA,GRANITE STATE GAS TRANSMISSION,Active,2019
ME,17619887ME,GRANITE STATE GAS TRANSMISSION,Active,2019
VT,17650803VT,GRANITE STATE GAS TRANSMISSION,Inactive,2019
NH,17605125NH,GRANITE STATE GAS TRANSMISSION,Active,2019
OK,17616581OK,GRANITE TOWN OF,Active,2019
MO,17605127MO,GRANT CITY CITY OF,Active,2019
GA,17613086GA,GRANTVILLE CITY OF,Active,2019
KY,17622763KY,GRAYSON UTILITY COMMISSION,Active,2019
AL,17605161AL,GRAYSVILLE CITY OF,Active,2019
IL,17605162IL,GRAYVILLE CITY OF,Active,2019
MI,17617567MI,GREAT LAKES GAS TRANSMISSION LP,Active,2019
WI,17617566WI,GREAT LAKES GAS TRANSMISSION LP,Active,2019
MN,17617565MN,GREAT LAKES GAS TRANSMISSION LP,Active,2019
ND,17619909ND,GREAT PLAINS NATURAL GAS CO,Active,2019
MN,17619749MN,GREAT PLAINS NATURAL GAS CO,Active,2019
TN,17603468TN,GREATER DICKSON GAS AUTHORITY,Active,2019
MN,17695274MN,GREATER MINNESOTA GAS INC,Active,2019
MN,17698940MN,GREATER MINNESOTA TRANSMISSION LLC,Active,2019
MO,17629310MO,GREEN CITY MUNICIPAL NATURAL GAS SYS,Active,2019
TX,17672373TX,GREENLIGHT GAS,Active,2019
GA,17605209GA,GREENSBORO CITY OF,Active,2019
LA,17605211LA,GREENSBURG TOWN OF,Active,2019
IL,17605213IL,GREENUP VILLAGE OF,Active,2019
NC,17605222NC,GREENVILLE UTILITIES COMMISSION,Active,2019
SC,17605216SC,GREENWOOD COMM OF PUB WKS,Active,2019
SC,17605224SC,GREER COMMISSION OF PUBLIC WORKS,Inactive,2019
TX,17601308TX,GREY FOREST UTIL,Active,2019
WV,17654014WV,GREYLOCK PIPELINE LLC,Active,2019
OK,17620234OK,GROVE MUN SERVICES AUTHORITY,Active,2019
TX,17648453TX,GRUVER CITY OF,Active,2019
IL,17697203IL,GUARDIAN PIPELINE,Active,2019
WI,17697202WI,GUARDIAN PIPELINE,Active,2019
LA,17605291LA,GUEYDAN TOWN OF,Active,2019
FL,17619003FL,GULF BREEZE CITY OF,Active,2019
TX,17680121TX,GULF COAST EXPRESS PL LLC,Inactive,2019
TX,17648061TX,GULF COAST GAS CORP,Inactive,2019
OK,17674425OK,GULF CROSSING PL LLC,Active,2019
TX,17674426TX,GULF CROSSING PL LLC,Active,2019
LA,17674427LA,GULF CROSSING PL LLC,Active,2019
MS,17675600MS,GULF LNG ENERGY,Active,2019
MS,17675601MS,GULF LNG PIPELINE,Active,2019
TX,17616210TX,GULF SOUTH PIPELINE COMPANY LP,Active,2019
MS,17616209MS,GULF SOUTH PIPELINE COMPANY LP,Active,2019
LA,17616208LA,GULF SOUTH PIPELINE COMPANY LP,Active,2019
AL,17614092AL,GULF SOUTH PIPELINE COMPANY LP,Active,2019
FL,17616207FL,GULF SOUTH PIPELINE COMPANY LP,Active,2019
LA,17696204LA,GULF STATES PIPELINE,Inactive,2019
TX,17695184TX,GULF STATES TRANSMISSION,Inactive,2019
TX,17699012TX,GULF STATES TRANSMISSION LLC,Active,2019
MA,17698414MA,GULFSTREAM NATURAL GAS SY,Inactive,2019
AL,17698412AL,GULFSTREAM NATURAL GAS SYSTEM LLC,Active,2019
MS,17698414MS,GULFSTREAM NATURAL GAS SYSTEM LLC,Active,2019
FL,17698410FL,GULFSTREAM NATURAL GAS SYSTEM LLC,Active,2019
IA,17605328IA,GUTHRIE CTR MUNICIPAL UTILITIES,Active,2019
KY,17674483KY,GUTHRIE NATURAL GAS,Active,2019
OK,17605331OK,GUYMON MUN GAS CO,Active,2019
KS,17600368KS,HAINES GAS COMPANY INC,Inactive,2019
KS,17620067KS,HAINES PIPELINE SERVICE INC,Inactive,2019
MN,17605402MN,HALLOCK CITY OF,Inactive,2019
TN,17605407TN,HALLS MUNICIPAL GAS SYSTEM,Active,2019
KS,17605411KS,HALSTEAD MUN GAS DEPT,Active,2019
OH,17605422OH,HAMILTON CITY OF,Active,2019
MO,17695474MO,HAMILTON GAS DEPT,Inactive,2019
KS,17601309KS,HAMILTON MUN NAT GAS,Inactive,2019
PA,17605443PA,HANLEY AND BIRD INC,Inactive,2019
TN,17647096TN,HARDEMAN FAYETTE UTIL DIST,Active,2019
OK,17605477OK,HARDESTY TOWN OF,Active,2019
KY,17619895KY,HARDIN GAS CO,Active,2019
KS,17601310KS,HARDTNER CITY GAS,Active,2019
WV,17672830WV,HARDY STORAGE COMPANY LLC,Active,2019
IA,17605491IA,HARLAN MUNICIPAL UTILITIES,Active,2019
TN,17605511TN,HARRIMAN UTILITY BOARD,Active,2019
AR,17619002AR,HARRISBURG WTR GAS DIV,Active,2019
LA,17619690LA,HARRISONBURG VILLAGE OF,Active,2019
IA,17673901IA,HARTLEY CITY OF,Active,2019
AL,17605558AL,HARTSELLE UTILITIES,Active,2019
GA,17605562GA,HARTWELL CITY OF,Active,2019
NM,17679873NM,HARVEST FOUR CORNERS LLC,Active,2019
TX,17679872TX,HARVEST MIDSTREAM SERVICES,Inactive,2019
KS,17620082KS,HARVEYVILLE CITY OF,Active,2019
OK,17605573OK,HASKELL PUBLIC WORKS AUTHORITY,Active,2019
NE,17605578NE,HASTINGS UTIL,Active,2019
NM,17635028NM,HATCH VILLAGE OF,Inactive,2019
MS,17620214MS,HATTIESBURG GAS STORAGE CO,Inactive,2019
FL,17605591FL,HAVANA TOWN OF,Active,2019
MT,17692823MT,HAVRE PL CO LLC,Active,2019
IA,17605594IA,HAWARDEN MUNICIPAL UTILITIES,Active,2019
KS,17695212KS,HAWKER BEECHCRAFT CORPORATION,Inactive,2019
GA,17605604GA,HAWKINSVILLE NATURAL GAS SYSTEM CITY,Active,2019
MN,17605607MN,HAWLEY CITY OF,Active,2019
KY,17605621KY,HAZARD CITY OF,Active,2019
KS,17620030KS,HAZELTON GAS SYS,Inactive,2019
AR,17605625AR,HAZEN GAS CO,Active,2019
TX,17605670TX,HEMPHILL CITY OF,Active,2019
TX,17619671TX,HEMPSTEAD CITY OF,Active,2019
TN,17605690TN,HENDERSON CITY OF,Active,2019
KY,17605681KY,HENDERSON MUNICIPAL GAS,Active,2019
TX,17648925TX,HENDERSON P L CO,Active,2019
MN,17674428MN,HENNING CITY OF,Active,2019
TN,17600178TN,HENNING TOWN OF,Active,2019
TN,17605704TN,HENRY TOWN OF,Inactive,2019
PA,17611541PA,HERMAN RIEMER GAS CO,Inactive,2019
MO,17629303MO,HERMANN MUN GAS SYSTEM,Active,2019
KS,17605756KS,HESSTON CITY OF,Active,2019
PA,17678951PA,HG ENERGY II APPALACHIA LLC,Active,2019
WV,17678950WV,HG ENERGY II APPALACHIA LLC,Active,2019
WV,17617511WV,HG ENERGY LLC,Active,2019
OH,17679510OH,HG ENERGY LLC,Active,2019
OH,17676161OH,HG ENERGY LLC,Inactive,2019
MN,17617865MN,HIBBING PUB UTIL COMM,Active,2019
KY,17605766KY,HICKMAN CITY OF,Active,2019
TX,17605671TX,HIGH ISLAND OFFSHORE SYSTEM,Active,2019
LA,17605672LA,HIGH ISLAND OFFSHORE SYSTEM,Active,2019
LA,17679921LA,HIGHPOINT GAS GATHERING LLC,Active,2019
LA,17679920LA,HIGHTPOINT GAS TRANSMISSION LLC,Active,2019
AK,17617545AK,HILCORP ALASKA LLC,Active,2019
TX,17672684TX,HILL-LAKE GAS STORAGE LLC,Active,2019
TX,17660613TX,HNG STORAGE CO,Inactive,2019
GA,17613094GA,HOGANSVILLE CITY OF,Active,2019
TN,17605893TN,HOHENWALD CITY OF,Active,2019
MS,17605931MS,HOLLY SPRINGS CITY OF,Active,2019
MA,17605948MA,HOLYOKE CITY OF,Active,2019
NY,17605754NY,HONEOYE STORAGE CORPORATION,Active,2019
OK,17674417OK,HOOKER CITY OF,Active,2019
WV,17654003WV,HOPE GAS INC,Active,2019
IL,17671140IL,HORIZON PIPELINE,Active,2019
LA,17619708LA,HORNBECK TOWN OF,Active,2019
TN,17647102TN,HORTON HWY UTIL DIST,Active,2019
LA,17619709LA,HOUMA MUNICIPAL GAS SYSTEM,Active,2019
TX,17622713TX,HOUSTON PL CO LP,Active,2019
KS,17619821KS,HOWARD CITY OF,Active,2019
OK,17640049OK,HULBERT PUB WKS AUTH,Active,2019
KS,17606198KS,HUMBOLDT CITY OF,Active,2019
TN,17606199TN,HUMBOLDT UTILS,Active,2019
TN,17647037TN,HUMPHREYS COUNTY UTILITIES DIST,Active,2019
IN,17606226IN,HUNTINGBURG CITY OF,Active,2019
TX,17606229TX,HUNTINGTON CITY OF,Active,2019
AL,17606233AL,HUNTSVILLE UTILITIES NAT GAS DEPT,Active,2019
MN,17606251MN,HUTCHINSON UTILITIES COMMISSION,Active,2019
TX,17648210TX,HUXLEY CITY OF,Active,2019
LA,17606286LA,IBERVILLE PARISH UTILITY DEPARTMENT,Active,2019
IA,17616543IA,IES UTIL INC,Inactive,2019
CO,17619818CO,IGNACIO TOWN OF,Active,2019
IL,17606306IL,ILLINOIS GAS COMPANY,Active,2019
IL,17606308IL,ILLINOIS POWER COMPANY DBA AMERENIP,Inactive,2019
IN,17606363IN,INDIANA GAS COMPANY INC,Active,2019
IN,17606365IN,INDIANA NATURAL GAS CORP,Active,2019
IN,17600174IN,INDIANA UTILITIES CORPORATION,Active,2019
TX,17600051TX,INDUSTRIAL GAS SPLY CORP,Inactive,2019
ID,17606391ID,INTERMOUNTAIN GAS COMPANY,Active,2019
AR,17630603AR,INTERNATIONAL PAPER CO,Inactive,2019
LA,17630605LA,INTERNATIONAL PAPER COMPANY,Inactive,2019
MS,17630607MS,INTERNATIONAL PAPER COMPANY,Inactive,2019
PA,17695158PA,INTERSTATE ENERGY CO,Active,2019
MN,17616539MN,INTERSTATE POWER AND LIGHT COMPANY,Inactive,2019
IA,17696331IA,INTERSTATE POWER AND LIGHT COMPANY,Active,2019
IL,17606402IL,INTERSTATE POWER AND LIGHT COMPANY,Inactive,2019
IA,17606336IA,INTERSTATE PWR CO,Inactive,2019
KS,17606340KS,IOLA CITY OF,Active,2019
LA,17606341LA,IOTA TOWN OF,Active,2019
TX,17619714TX,IRAAN CITY OF,Active,2019
CT,17620317CT,IROQUOIS GAS TRANSMISSION SYS LP,Active,2019
NY,17620319NY,IROQUOIS GAS TRANSMISSION SYS LP,Active,2019
KS,17620005KS,ISABEL CITY OF,Active,2019
MS,17628005MS,ITAWAMBA INDUSTRIAL GAS INC,Active,2019
MS,17606428MS,IUKA GAS SYS,Active,2019
TX,17617416TX,J M HUBER CORPORATION,Inactive,2019
CO,17603572CO,J-W GATHERING CO,Inactive,2019
AL,17677663AL,JABSCO OIL OPERATING LLC,Active,2019
TN,17606463TN,JACKSON ENERGY AUTHORITY,Active,2019
LA,17606455LA,JACKSON TOWN OF,Active,2019
FL,17674970FL,JACKSONVILLE BEACH CITY OF,Active,2019
AL,17606464AL,JACKSONVILLE WTR WKS GAS BD,Active,2019
TN,17618180TN,JAMESTOWN GAS SYSTEM,Active,2019
KS,17620036KS,JAMESTOWN MUN GAS SYS,Active,2019
IN,17606497IN,JASONVILLE CITY OF,Active,2019
IN,17606498IN,JASPER CITY OF,Active,2019
FL,17612053FL,JASPER CITY OF,Active,2019
GA,17679972GA,JAX LNG,Active,2019
FL,17679971FL,JAX LNG,Active,2019
FL,17606500FL,JAY TOWN OF,Active,2019
OK,17601989OK,JAY UTILITIES AUTHORITY,Active,2019
TN,17606507TN,JEFFERSON COCKE CO UTILITY DISTRICT,Active,2019
LA,17671911LA,JEFFERSON ISLAND STORAGE & HUB LLC,Active,2019
LA,17680617LA,JEFFERSON ISLAND STORAGE AND HUB L L,Inactive,2019
LA,17606516LA,JENA TOWN OF,Active,2019
LA,17622135LA,JENNINGS GAS INC,Active,2019
OK,17621818OK,JENNINGS HALLETT GAS AUTH CO,Inactive,2019
IL,17674361IL,JO-CARROLL ENERGY,Active,2019
TX,17648195TX,JOAQUIN MUN GAS CO,Active,2019
KY,17672629KY,JOHNSON COUNTY GAS CO INC,Active,2019
OK,17606629OK,JONES TOWN OF,Active,2019
IL,17606651IL,JONESBORO CITY OF,Active,2019
LA,17606652LA,JONESVILLE TOWN OF,Active,2019
LA,17673907LA,JPC ENERGY LLC,Active,2019
PA,17606697PA,KAIB AND KAIB,Active,2019
KS,17606727KS,KANSAS GAS SERVICE COMPANY,Active,2019
KS,17620050KS,KANSAS GAS SPLY CORP,Inactive,2019
OK,17606731OK,KANSAS GAS SVS CO,Inactive,2019
LA,17606729LA,KAPLAN CITY OF,Active,2019
IL,17619730IL,KARNAK VILLAGE OF,Active,2019
OK,17619814OK,KAW CITY CITY OF,Active,2019
PA,17642022PA,KAYLOR GAS DISTRIBUTION,Inactive,2019
KS,17606756KS,KECHI CITY OF,Active,2019
WA,17679561WA,KELSO BEAVER PIPELINE,Active,2019
OR,17679562OR,KELSO PIPELINE,Active,2019
MO,17681218MO,KENNETT BOARD OF PUBLIC WORKS,Active,2019
KY,17675702KY,KENTUCKY FRONTIER GAS LLC,Active,2019
LA,17622029LA,KENTWOOD TOWN OF,Active,2019
CA,17620510CA,KERN RIVER GAS TRANSMISSION CO,Active,2019
WY,17620570WY,KERN RIVER GAS TRANSMISSION CO,Active,2019
NV,17620530NV,KERN RIVER GAS TRANSMISSION CO,Active,2019
UT,17620550UT,KERN RIVER GAS TRANSMISSION CO,Active,2019
KY,17621024KY,KEVIL CITY OF,Active,2019
MT,17606860MT,KEVIN TOWN OF,Inactive,2019
OK,17606866OK,KEYES UTILITY AUTHORITY,Active,2019
NY,17617823NY,KEYSPAN ENERGY DBA NATIOAL GRID NY,Active,2019
PA,17674367PA,KEYSTONE COOPERATIVE ASSOCIATION INC,Active,2019
OK,17610924OK,KIEFER PUBLIC WORKS AUTH,Active,2019
MS,17674474MS,KILMICHAEL NATURAL GAS,Active,2019
CO,17602435CO,KINDER MORGAN,Inactive,2019
TX,17695424TX,KINDER MORGAN BORDER PIPELINE LLC,Active,2019
IL,17673854IL,KINDER MORGAN ILLINOIS PL LLC,Active,2019
CO,17698213CO,KINDER MORGAN INC,Inactive,2019
OK,17650346OK,KINDER MORGAN INT GAS TRANS,Inactive,2019
TX,17650348TX,KINDER MORGAN INT GAS TRANS,Inactive,2019
TX,17696931TX,KINDER MORGAN KEYSTONE GAS STORAGE,Active,2019
TX,17677131TX,KINDER MORGAN KEYSTONE GAS STORAGE,Inactive,2019
LA,17674155LA,KINDER MORGAN LOUISIANA,Active,2019
TX,17671145TX,KINDER MORGAN NORTH TEXAS PL,Active,2019
TX,17680330TX,KINDER MORGAN SHIP CHANNE,Inactive,2019
TX,17603734TX,KINDER MORGAN SOUTH TEXAS,Inactive,2019
TX,17671151TX,KINDER MORGAN TEJAS PIPELINE LLC,Active,2019
TX,17604815TX,KINDER MORGAN TEJAS PIPELINE LP,Inactive,2019
TX,17621930TX,KINDER MORGAN TEXAS PIPELINE LLC,Active,2019
LA,17619747LA,KINDER TOWN OF,Active,2019
LA,17676011LA,KINETICA DEEPWATER EXPRESS LLC,Inactive,2019
LA,17678273LA,KINETICA DEEPWATER EXPRESS LLC,Active,2019
LA,17678274LA,KINETICA ENERGY EXPRESS,Active,2019
NC,17606920NC,KINGS MOUNTAIN CITY OF,Active,2019
TX,17619641TX,KN ENERGY INC,Inactive,2019
OK,17617327OK,KN ENERGY INC,Inactive,2019
CO,17640416CO,KN WATTENBERG TRANSMISSION COMPANY,Inactive,2019
OH,17695262OH,KNG ENERGY INC,Active,2019
PA,17673291PA,KNOX ENERGY COOP ASSOCIATION INC,Active,2019
PA,17613429PA,KNOX ENERGY COOPERATIVE ASSOCIATION,Inactive,2019
OH,17673292OH,KNOX ENERGY COOPERATIVE ASSOCIATION,Active,2019
TN,17606986TN,KNOXVILLE UTILITIES BOARD,Active,2019
OH,17695172OH,KO TRANSMISSION,Active,2019
KY,17695170KY,KO TRANSMISSION,Active,2019
IN,17606993IN,KOKOMO GAS FUEL COMPANY,Inactive,2019
TX,17607010TX,KOUNTZE CITY OF,Active,2019
KS,17695166KS,KPC PIPELINE LLC,Active,2019
OK,17695168OK,KPC PIPELINE LLC,Active,2019
MO,17695164MO,KPC PIPELINE LLC DIV OF MV PL LLC,Active,2019
LA,17607026LA,KROTZ SPRINGS CITY OF,Active,2019
KY,17619899KY,KUTTAWA CITY OF,Active,2019
KY,17607086KY,LA CENTER CITY OF,Active,2019
KS,17617871KS,LA CYGNE GAS COMPANY,Active,2019
TN,17608097TN,LAFAYETTE CITY OF,Active,2019
GA,17608101GA,LAFAYETTE CITY OF,Active,2019
GA,17608114GA,LAGRANGE CITY OF,Active,2019
FL,17612024FL,LAKE APOPKA NATURAL GAS DISTRICT,Active,2019
LA,17622083LA,LAKE CHARLES LNG CO LLC,Active,2019
FL,17608119FL,LAKE CITY CITY OF,Active,2019
TN,17608121TN,LAKE COUNTY UTILITY DISTRICT,Active,2019
